,Nama Akun,Film,Polarity Score
1956,Metacritic Metascore,Bolt,3.35
1957,Metacritic Metascore,The Brave One,2.8
1958,Metacritic Metascore,Wind River,3.65
1959,Metacritic Metascore,The Two Popes,3.75
1960,Metacritic Metascore,Race to Witch Mountain,2.6
1961,Metacritic Metascore,Superbad,3.8
1962,Metacritic Metascore,"Love, Rosie",2.2
1963,Metacritic Metascore,Click,2.25
1964,Metacritic Metascore,Becoming Jane,2.75
1965,Metacritic Metascore,Casino Royale,4.0
1966,Metacritic Metascore,Charlie and the Chocolate Factory,3.6
1967,Metacritic Metascore,Chicken Little,2.4
1968,Metacritic Metascore,Paranormal Activity,3.4
1969,Metacritic Metascore,Angels & Demons,2.4
1970,Metacritic Metascore,The Da Vinci Code,2.3
1971,Metacritic Metascore,Sherlock Holmes,2.85
1972,Metacritic Metascore,Spider-Man 3,2.95
1973,Metacritic Metascore,Icarus,3.4
1974,Metacritic Metascore,Nights in Rodanthe,1.95
1975,Metacritic Metascore,Room,4.3
1976,Metacritic Metascore,Season of the Witch,1.4
1977,Metacritic Metascore,American Assassin,2.25
1978,Metacritic Metascore,A Wrinkle in Time,2.65
1979,Metacritic Metascore,A Bad Moms Christmas,2.1
1980,Metacritic Metascore,Temple,1.15
1981,Metacritic Metascore,1BR,2.8
1982,Metacritic Metascore,War Machine,2.8
1983,Metacritic Metascore,Nowhere Boy,3.35
1984,Metacritic Metascore,The Florida Project,4.6
1985,Metacritic Metascore,Okja,3.75
1986,Metacritic Metascore,Hitch,2.9
1987,Metacritic Metascore,The Angry Birds Movie 2,3.0
1988,Metacritic Metascore,Da 5 Bloods,4.1
1989,Metacritic Metascore,Christopher Robin,3.0
1990,Metacritic Metascore,Buffalo Boys,2.4
1991,Metacritic Metascore,Black Panther,4.4
1992,Metacritic Metascore,Avengers: Infinity War,3.4
1993,Metacritic Metascore,Death Note,2.15
1994,Metacritic Metascore,Bright,1.45
1995,Metacritic Metascore,The Nutcracker and the Four Realms,1.95
1996,Metacritic Metascore,The Secret Life of Pets 2,2.75
1997,Metacritic Metascore,The Hurricane Heist,1.75
1998,Metacritic Metascore,The Foreigner,2.75
1999,Metacritic Metascore,Mudbound,4.25
2000,Metacritic Metascore,The Endless,4.0
2001,Metacritic Metascore,Bitch,2.75
2002,Metacritic Metascore,Newness,2.5
2003,Metacritic Metascore,Love Wedding Repeat,2.05
2004,Metacritic Metascore,The Willoughbys,3.4
2005,Metacritic Metascore,The Disaster Artist,3.8
2006,Metacritic Metascore,The Night Clerk,2.2
2007,Metacritic Metascore,The Kissing Booth 2,1.95
2008,Metacritic Metascore,6 Days,1.8
2009,Metacritic Metascore,6 Balloons,3.3
2010,Metacritic Metascore,The Outsider,1.5
2011,Metacritic Metascore,The Cloverfield Paradox,1.85
2012,Metacritic Metascore,Berlin Syndrome,3.5
2013,Metacritic Metascore,14 Cameras,1.25
2014,Metacritic Metascore,Sandy Wexler,2.0
2015,Metacritic Metascore,Tramps,3.8
2016,Metacritic Metascore,Sand Castle,2.25
2017,Metacritic Metascore,Joshua: Teenager vs. Superpower,3.6
2018,Metacritic Metascore,Message from the King,2.0
2019,Metacritic Metascore,Cult of Chucky,3.45
2020,Metacritic Metascore,Before I Fall,2.9
2021,Metacritic Metascore,Voyeur,2.95
2022,Metacritic Metascore,Domino,2.0
2023,Metacritic Metascore,Naked,1.8
2024,Metacritic Metascore,What Happened to Monday,2.35
2025,Metacritic Metascore,Breath,3.55
2026,Metacritic Metascore,The Case for Christ,3.0
2027,Metacritic Metascore,The Bye Bye Man,1.85
2028,Metacritic Metascore,The Breadwinner,3.9
2029,Metacritic Metascore,The Ballad of Buster Scruggs,4.0
2030,Metacritic Metascore,Irreplaceable You,1.7
2031,Metacritic Metascore,A Futile and Stupid Gesture,2.75
2032,Metacritic Metascore,Beyond Skyline,2.3
2033,Metacritic Metascore,The Old Guard,3.5
2034,Metacritic Metascore,Outside In,3.8
2035,Metacritic Metascore,Straight Up,3.3
2036,Metacritic Metascore,Father of the Year,1.6
2037,Metacritic Metascore,Submission,2.6
2038,Metacritic Metascore,Extinction,2.0
2039,Metacritic Metascore,The Kindergarten Teacher,3.8
2040,Metacritic Metascore,Apostle,3.1
2041,Metacritic Metascore,The Night Comes for Us,3.5
2042,Metacritic Metascore,Outlaw King,3.0
2043,Metacritic Metascore,The Christmas Chronicles,2.6
2044,Metacritic Metascore,Solo: A Star Wars Story,3.1
2045,Metacritic Metascore,Bird Box,2.6
2046,Metacritic Metascore,Velvet Buzzsaw,3.1
2047,Metacritic Metascore,High Flying Bird,3.9
2048,Metacritic Metascore,Paddleton,3.5
2049,Metacritic Metascore,Senna,3.95
2050,Metacritic Metascore,Private Life,4.2
2051,Metacritic Metascore,Set It Up,3.1
2052,Metacritic Metascore,Kodachrome,2.9
2053,Metacritic Metascore,Benji,2.7
2054,Metacritic Metascore,The Basement,1.35
2055,Metacritic Metascore,Polar,1.0
2056,Metacritic Metascore,Wish Dragon,2.95
2057,Metacritic Metascore,Shirkers,4.4
2058,Metacritic Metascore,Kickboxer: Retaliation,2.7
2059,Metacritic Metascore,Tenacious D in The Pick of Destiny,2.75
2060,Metacritic Metascore,Saturday Church,3.6
2061,Metacritic Metascore,Red Trees,2.85
2062,Metacritic Metascore,Peter Rabbit,2.55
2063,Metacritic Metascore,November Criminals,1.55
2064,Metacritic Metascore,Searching for Sugar Man,3.95
2065,Metacritic Metascore,Molly's Game,3.55
2066,Metacritic Metascore,Krystal,1.95
2067,Metacritic Metascore,Spider-Man: Into the Spider-Verse,4.35
2068,Metacritic Metascore,Alex Strangelove,3.1
2069,Metacritic Metascore,Ghost House,1.65
2070,Metacritic Metascore,How to Be a Latin Lover,2.7
2071,Metacritic Metascore,Freak Show,2.7
2072,Metacritic Metascore,First Kill,1.95
2073,Metacritic Metascore,Head Count,2.4
2074,Metacritic Metascore,How It Ends,1.8
2075,Metacritic Metascore,The Ritual,2.9
2076,Metacritic Metascore,Mary Poppins Returns,3.3
2077,Metacritic Metascore,Goosebumps 2: Haunted Halloween,2.65
2078,Metacritic User Score,The Conjuring 2,3.85
2079,Metacritic User Score,War Dogs,3.95
2080,Metacritic User Score,Shutter Island,4.25
2081,Metacritic User Score,Kung Fu Panda 2,3.9
2082,Metacritic User Score,Triple Frontier,3.4
2083,Metacritic User Score,Army of the Dead,2.45
2084,Metacritic User Score,The Conjuring,4.1
2085,Metacritic User Score,Crimson Peak,3.85
2086,Metacritic User Score,Wind River,3.95
2087,Metacritic User Score,The BFG,3.0
2088,Metacritic User Score,Underworld: Awakening,3.15
2089,Metacritic User Score,The Whole Truth,2.7
2090,Metacritic User Score,The Twilight Saga: Eclipse,2.55
2091,Metacritic User Score,The Darkest Hour,3.65
2092,Metacritic User Score,The Next Three Days,3.65
2093,Metacritic User Score,Madagascar 3: Europe's Most Wanted,3.3
2094,Metacritic User Score,Sabotage,2.65
2095,Metacritic User Score,A Haunted House 2,1.85
2096,Metacritic User Score,Snowpiercer,3.15
2097,Metacritic User Score,Django Unchained,4.3
2098,Metacritic User Score,Insidious,3.65
2099,Metacritic User Score,Green Zone,3.25
2100,Metacritic User Score,Tusk,2.7
2101,Metacritic User Score,Snowden,3.5
2102,Metacritic User Score,The Book of Eli,3.55
2103,Metacritic User Score,Brick Mansions,2.75
2104,Metacritic User Score,Cloudy with a Chance of Meatballs 2,3.4
2105,Metacritic User Score,Triple 9,3.1
2106,Metacritic User Score,Turbo,3.15
2107,Metacritic User Score,Transcendence,3.0
2108,Metacritic User Score,The Space Between Us,2.6
2109,Metacritic User Score,The Social Network,4.1
2110,Metacritic User Score,The Roommate,2.0
2111,Metacritic User Score,Jupiter Ascending,2.2
2112,Metacritic User Score,Before the Flood,4.05
2113,Metacritic User Score,"As Above, So Below",3.15
2114,Metacritic User Score,3 Days to Kill,2.85
2115,Metacritic User Score,Mr. Peabody & Sherman,3.35
2116,Metacritic User Score,Seventh Son,2.05
2117,Metacritic User Score,The Smurfs,2.25
2118,Metacritic User Score,How to Train Your Dragon 2,4.15
2119,Metacritic User Score,The Smurfs 2,1.9
2120,Metacritic User Score,Real Steel,3.55
2121,Metacritic User Score,Batman: The Killing Joke,3.3
2122,Metacritic User Score,ParaNorman,4.2
2123,Metacritic User Score,Inception,4.4
2124,Metacritic User Score,Headshot,3.35
2125,Metacritic User Score,Rim of the World,2.1
2126,Metacritic User Score,Walk of Shame,2.8
2127,Metacritic User Score,The Theory of Everything,3.9
2128,Metacritic User Score,Black Sea,3.3
2129,Metacritic User Score,Olympus Has Fallen,2.9
2130,Metacritic User Score,Sinister 2,2.9
2131,Metacritic User Score,The Danish Girl,3.4
2132,Metacritic User Score,The Bling Ring,3.15
2133,Metacritic User Score,Ordinary World,2.9
2134,Metacritic User Score,Hugo,3.85
2135,Metacritic User Score,The Runaways,3.95
2136,Metacritic User Score,Kill the Messenger,3.55
2137,Metacritic User Score,El Camino: A Breaking Bad Movie,3.7
2138,Metacritic User Score,Iron Sky: The Coming Race,2.5
2139,Metacritic User Score,Shot Caller,3.8
2140,Metacritic User Score,Unicorn Store,1.6
2141,Metacritic User Score,Point Blank,3.05
2142,Metacritic User Score,The Perfection,3.05
2143,Metacritic User Score,The Highwaymen,3.6
2144,Metacritic User Score,The Irishman,4.05
2145,Metacritic User Score,Poseidon,2.95
2146,Metacritic User Score,It Comes at Night,3.15
2147,Metacritic User Score,Earthquake Bird,3.2
2148,Metacritic User Score,The Interview,3.05
2149,Metacritic User Score,The November Man,2.8
2150,Metacritic User Score,Clash of the Titans,2.5
2151,Metacritic User Score,Chernobyl Diaries,2.3
2152,Metacritic User Score,Green Lantern,3.0
2153,Metacritic User Score,Extraction,1.9
2154,Metacritic User Score,Grown Ups,2.5
2155,Metacritic User Score,The Iron Lady,3.1
2156,Metacritic User Score,The Frozen Ground,3.2
2157,Metacritic User Score,The Exception,3.15
2158,Metacritic User Score,The Devil Inside,1.3
2159,Metacritic User Score,The Croods,3.55
2160,Metacritic User Score,The Company Men,3.25
2161,Metacritic User Score,The Captive,2.55
2162,Metacritic User Score,Camp X-Ray,3.65
2163,Metacritic User Score,The Autopsy of Jane Doe,3.45
2164,Metacritic User Score,Swiss Army Man,3.65
2165,Metacritic User Score,Soul Surfer,3.55
2166,Metacritic User Score,Silent Hill: Revelation,2.35
2167,Metacritic User Score,Earth to Echo,2.55
2168,Metacritic User Score,Don't Knock Twice,2.5
2169,Metacritic User Score,Don't Be Afraid of the Dark,2.6
2170,Metacritic User Score,Dolphin Tale 2,2.7
2171,Metacritic User Score,Death at a Funeral,2.55
2172,Metacritic User Score,Bright Star,3.55
2173,Metacritic User Score,The Short Game,3.85
2174,Metacritic User Score,Race to Witch Mountain,3.0
2175,Metacritic User Score,3 Idiots,4.1
2176,Metacritic User Score,The Da Vinci Code,3.0
2177,Metacritic User Score,Gimme Shelter,3.65
2178,Metacritic User Score,Angels & Demons,3.15
2179,Metacritic User Score,Click,3.3
2180,Metacritic User Score,Chicken Little,2.65
2181,Metacritic User Score,Charlie and the Chocolate Factory,3.35
2182,Metacritic User Score,Casino Royale,4.25
2183,Metacritic User Score,Becoming Jane,3.45
2184,Metacritic User Score,Nowhere Boy,3.65
2185,Metacritic User Score,Accepted,4.0
2186,Metacritic User Score,Nights in Rodanthe,2.3
2187,Metacritic User Score,The Brothers Grimm,3.65
2188,Metacritic User Score,The Brave One,3.45
2189,Metacritic User Score,Bedtime Stories,2.6
2190,Metacritic User Score,The Squid and the Whale,3.7
2191,Metacritic User Score,American Ultra,3.05
2192,Metacritic User Score,The Edge of Seventeen,3.8
2193,Metacritic User Score,Letters to Juliet,3.15
2194,Metacritic User Score,Tenacious D in The Pick of Destiny,3.6
2195,Metacritic User Score,Yes Man,3.8
2196,Metacritic User Score,Sherlock Holmes,3.7
2197,Metacritic User Score,Spider-Man 3,3.3
2198,Metacritic User Score,Bolt,4.1
2199,Metacritic User Score,Righteous Kill,2.45
2200,Metacritic User Score,The Dirt,3.4
2201,Metacritic User Score,Invictus,3.55
2202,Metacritic User Score,Indiana Jones and the Kingdom of the Crystal Skull,2.7
2203,Metacritic User Score,Revolutionary Road,3.7
2204,Metacritic User Score,Rachel Getting Married,2.85
2205,Metacritic User Score,Paranormal Activity,2.95
2206,Metacritic User Score,P.S. I Love You,3.45
2207,Metacritic User Score,Ocean's Thirteen,3.25
2208,Metacritic User Score,Junebug,3.95
2209,Metacritic User Score,Superbad,4.0
2210,Metacritic User Score,The Amityville Horror,3.95
2211,Metacritic User Score,Inkheart,3.05
2212,Metacritic User Score,Hitch,4.05
2213,Metacritic User Score,Superman Returns,3.45
2214,Metacritic User Score,Zombieland,4.3
2215,Metacritic User Score,Zodiac,4.2
2216,Metacritic User Score,The Time Traveler's Wife,3.95
2217,Metacritic User Score,The Pursuit of Happyness,3.6
2218,Metacritic User Score,The Princess and the Frog,3.7
2219,Metacritic User Score,The Pink Panther,3.05
2220,Metacritic User Score,The Final Destination,2.45
2221,Metacritic User Score,The Break-Up,3.7
2222,Metacritic User Score,Pineapple Express,3.6
2223,Metacritic User Score,Underworld: Rise of the Lycans,3.55
2224,Metacritic User Score,Dead Man Down,4.35
2225,Metacritic User Score,The Sky Is Pink,3.45
2226,Metacritic User Score,State of Play,3.9
2227,Metacritic User Score,Never Back Down,3.55
2228,Metacritic User Score,Ninja Assassin,3.35
2229,Metacritic User Score,The Strangers,4.0
2230,Metacritic User Score,Star Trek,3.95
2231,Metacritic User Score,Seven Pounds,2.9
2232,Metacritic User Score,Memoirs of a Geisha,3.4
2233,Metacritic User Score,Kung Fu Panda,4.15
2234,Metacritic User Score,The Unknown Known,3.4
2235,Metacritic User Score,The River Thief,3.5
2236,Metacritic User Score,The Signal,3.05
2237,Metacritic User Score,Ghost Rider,2.0
2238,Metacritic User Score,Final Destination 3,3.1
2239,Metacritic User Score,Ip Man,4.15
2240,Metacritic User Score,The Bucket List,3.7
2241,Metacritic User Score,A Single Man,4.15
2242,Metacritic User Score,The Spiderwick Chronicles,3.3
2243,Metacritic User Score,Madagascar: Escape 2 Africa,3.45
2244,Metacritic User Score,Monster House,4.1
2245,Metacritic User Score,Twilight,2.45
2246,Metacritic User Score,Newtown,4.15
2247,Metacritic User Score,The Meddler,3.05
2248,Metacritic User Score,Beowulf,3.15
2249,Metacritic User Score,The Lovely Bones,3.1
2250,Metacritic User Score,Anesthesia,3.1
2251,Metacritic User Score,Barely Lethal,2.5
2252,Metacritic User Score,Blue Valentine,3.5
2253,Metacritic User Score,The Fundamentals of Caring,4.25
2254,Metacritic User Score,Our Idiot Brother,3.2
2255,Metacritic User Score,Captain Fantastic,3.9
2256,Metacritic User Score,Young Adult,3.25
2257,Metacritic User Score,Life of Crime,3.2
2258,Metacritic User Score,A Kind of Murder,2.8
2259,Metacritic User Score,Big Stone Gap,2.05
2260,Metacritic User Score,Life as We Know It,2.8
2261,Metacritic User Score,Safe House,3.35
2262,Metacritic User Score,Into the Wild,4.05
2263,Metacritic User Score,World Trade Center,2.8
2264,Metacritic User Score,Left Behind,1.3
2265,Metacritic User Score,Here Alone,3.2
2266,Metacritic User Score,17 Again,2.95
2267,Metacritic User Score,Moonlight,3.55
2268,Metacritic User Score,Mississippi Grind,3.45
2269,Metacritic User Score,Night Moves,3.45
2270,Metacritic User Score,Planet 51,2.65
2271,Metacritic User Score,Due Date,3.25
2272,Metacritic User Score,Afterlife of the Party,3.45
2273,Metacritic User Score,The Foreigner,3.55
2274,Metacritic User Score,Paddleton,4.0
2275,Metacritic User Score,Shirkers,3.8
2276,Metacritic User Score,First Kill,2.9
2277,Metacritic User Score,Outlaw King,3.7
2278,Metacritic User Score,The Princess Switch,2.9
2279,Metacritic User Score,Bird Box,3.0
2280,Metacritic User Score,Polar,3.2
2281,Metacritic User Score,Velvet Buzzsaw,2.8
2282,Metacritic User Score,High Flying Bird,3.0
2283,Metacritic User Score,The Kindergarten Teacher,3.8
2284,Metacritic User Score,Apostle,3.1
2285,Metacritic User Score,Nightcrawler,4.3
2286,Metacritic User Score,Searching for Sugar Man,4.15
2287,Metacritic User Score,Room,4.15
2288,Metacritic User Score,"Love, Rosie",3.4
2289,Metacritic User Score,Legend of the Guardians: The Owls of Ga'Hoole,3.5
2290,Metacritic User Score,Sex and the City 2,2.05
2291,Metacritic User Score,Scott Pilgrim vs. the World,4.05
2292,Metacritic User Score,Scary Movie 5,1.4
2293,Metacritic User Score,Resident Evil: Afterlife,2.75
2294,Metacritic User Score,Season of the Witch,2.55
2295,Metacritic User Score,Senna,4.3
2296,Metacritic User Score,Extinction,2.7
2297,Metacritic User Score,Muppets Most Wanted,3.15
2298,Metacritic User Score,The Ritual,3.5
2299,Metacritic User Score,Benji,3.8
2300,Metacritic User Score,Kodachrome,3.7
2301,Metacritic User Score,Psychokinesis,3.1
2302,Metacritic User Score,Candy Jar,3.7
2303,Metacritic User Score,Set It Up,3.9
2304,Metacritic User Score,Duck Duck Goose,1.2
2305,Metacritic User Score,The Package,2.8
2306,Metacritic User Score,The After Party,2.7
2307,Metacritic User Score,How It Ends,2.1
2308,Metacritic User Score,Private Life,3.9
2309,Metacritic User Score,Judwaa 2,2.4
2310,Metacritic User Score,The Outsider,3.4
2311,Metacritic User Score,6 Balloons,3.4
2312,Metacritic User Score,Beyond Skyline,2.6
2313,Metacritic User Score,The Kissing Booth,2.2
2314,Metacritic User Score,Outside In,3.7
2315,Metacritic User Score,Alex Strangelove,3.4
2316,Metacritic User Score,Father of the Year,1.3
2317,Metacritic User Score,The Ballad of Buster Scruggs,3.8
2318,Metacritic User Score,Irreplaceable You,2.6
2319,Metacritic User Score,Movie 43,1.55
2320,Metacritic User Score,The Christmas Chronicles,2.6
2321,Metacritic User Score,Paradise Hills,2.95
2322,Metacritic User Score,Ma Rainey's Black Bottom,3.35
2323,Metacritic User Score,Concrete Cowboy,3.2
2324,Metacritic User Score,The Operative,3.15
2325,Metacritic User Score,Seaspiracy,3.5
2326,Metacritic User Score,Stowaway,2.45
2327,Metacritic User Score,The Woman in the Window,2.55
2328,Metacritic User Score,Then Came You,3.75
2329,Metacritic User Score,Good on Paper,2.45
2330,Metacritic User Score,Thunder Force,1.6
2331,Metacritic User Score,Midnight Sun,2.75
2332,Metacritic User Score,A Classic Horror Story,2.85
2333,Metacritic User Score,I Care a Lot,1.5
2334,Metacritic User Score,The Book of Henry,2.35
2335,Metacritic User Score,Beckett,2.2
2336,Metacritic User Score,Wish Dragon,2.85
2337,Metacritic User Score,Coded Bias,1.35
2338,Metacritic User Score,Five Feet Apart,3.9
2339,Metacritic User Score,Fantastic Fungi,3.6
2340,Metacritic User Score,Blood Red Sky,3.15
2341,Metacritic User Score,The Perfect Date,2.55
2342,Metacritic User Score,The Kissing Booth 3,0.8
2343,Metacritic User Score,Moxie,2.35
2344,Metacritic User Score,Pieces of a Woman,3.35
2345,Metacritic User Score,Last Knights,3.6
2346,Metacritic User Score,Legion,2.25
2347,Metacritic User Score,Project Power,2.55
2348,Metacritic User Score,Children of the Sea,3.5
2349,Metacritic User Score,I'm Thinking of Ending Things,3.4
2350,Metacritic User Score,My Octopus Teacher,4.0
2351,Metacritic User Score,The Social Dilemma,3.85
2352,Metacritic User Score,American Murder: The Family Next Door,3.85
2353,Metacritic User Score,The Outpost,3.6
2354,Metacritic User Score,Hubie Halloween,2.6
2355,Metacritic User Score,Rebecca,3.4
2356,Metacritic User Score,Over the Moon,3.4
2357,Metacritic User Score,Holidate,2.6
2358,Metacritic User Score,His House,3.6
2359,Metacritic User Score,Mile 22,2.7
2360,Metacritic User Score,We Can Be Heroes,2.4
2361,Metacritic User Score,The White Tiger,3.5
2362,Metacritic User Score,The Call,3.55
2363,Metacritic User Score,Head Count,3.15
2364,Metacritic User Score,Outside the Wire,2.25
2365,Metacritic User Score,Nightbooks,2.8
2366,Metacritic User Score,Gunpowder Milkshake,3.75
2367,Metacritic User Score,Midnight Special,3.4
2368,Metacritic User Score,How to Be a Latin Lover,2.7
2369,Metacritic User Score,The Trial of the Chicago 7,3.75
2370,Metacritic User Score,The Willoughbys,3.4
2371,Metacritic User Score,The Disaster Artist,3.8
2372,Metacritic User Score,The Night Clerk,3.2
2373,Metacritic User Score,Before I Fall,3.2
2374,Metacritic User Score,Da 5 Bloods,2.85
2375,Metacritic User Score,The Old Guard,2.95
2376,Metacritic User Score,The Kissing Booth 2,1.65
2377,Metacritic User Score,Tigertail,3.75
2378,Metacritic User Score,6 Days,3.5
2379,Metacritic User Score,Clinical,2.6
2380,Metacritic User Score,Coin Heist,4.2
2381,Metacritic User Score,The Florida Project,3.7
2382,Metacritic User Score,Sandy Wexler,2.25
2383,Metacritic User Score,Tramps,3.3
2384,Metacritic User Score,Sand Castle,3.15
2385,Metacritic User Score,Joshua: Teenager vs. Superpower,2.9
2386,Metacritic User Score,Message from the King,2.95
2387,Metacritic User Score,Cult of Chucky,3.1
2388,Metacritic User Score,Voyeur,3.35
2389,Metacritic User Score,14 Cameras,1.75
2390,Metacritic User Score,A Futile and Stupid Gesture,3.3
2391,Metacritic User Score,Wine Country,2.3
2392,Metacritic User Score,Angel Has Fallen,3.05
2393,Metacritic User Score,Someone Great,2.9
2394,Metacritic User Score,The Last Summer,2.2
2395,Metacritic User Score,Okja,3.75
2396,Metacritic User Score,Article 15,2.9
2397,Metacritic User Score,In the Tall Grass,2.5
2398,Metacritic User Score,Marriage Story,4.1
2399,Metacritic User Score,6 Underground,2.8
2400,Metacritic User Score,All Day and a Night,3.35
2401,Metacritic User Score,John Henry,1.45
2402,Metacritic User Score,The Killing of a Sacred Deer,3.4
2403,Metacritic User Score,The Wrong Missy,2.25
2404,Metacritic User Score,Athlete A,3.5
2405,Metacritic User Score,Eurovision Song Contest: The Story of Fire Saga,3.85
2406,Metacritic User Score,The Two Popes,3.8
2407,Metacritic User Score,A Ghost Story,3.55
2408,Metacritic User Score,Horse Girl,3.25
2409,Metacritic User Score,To All the Boys: P.S. I Still Love You,2.7
2410,Metacritic User Score,Spenser Confidential,3.0
2411,Metacritic User Score,Lost Girls,2.85
2412,Metacritic User Score,The Occupant,2.95
2413,Metacritic User Score,The Last Days of American Crime,1.05
2414,Metacritic User Score,The Cloverfield Paradox,2.65
2415,Metacritic User Score,Domino,2.2
2416,Metacritic User Score,What Happened to Monday,3.25
2417,Metacritic User Score,The Endless,3.65
2418,Metacritic User Score,Uncut Gems,3.6
2419,Metacritic User Score,The Case for Christ,3.3
2420,Metacritic User Score,November Criminals,2.45
2421,Metacritic User Score,The Bye Bye Man,1.6
2422,Metacritic User Score,The Breadwinner,4.0
2423,Metacritic User Score,The Angry Birds Movie 2,3.4
2424,Metacritic User Score,Submission,3.5
2425,Metacritic User Score,Straight Up,3.45
2426,Metacritic User Score,Spider-Man: Into the Spider-Verse,4.3
2427,Metacritic User Score,The Hurricane Heist,2.3
2428,Metacritic User Score,Peter Rabbit,3.2
2429,Metacritic User Score,Molly's Game,3.7
2430,Metacritic User Score,The Little Mermaid,2.5
2431,Metacritic User Score,Mary Poppins Returns,3.35
2432,Metacritic User Score,Krystal,2.75
2433,Metacritic User Score,Kickboxer: Retaliation,3.05
2434,Metacritic User Score,Happy Hunting,2.0
2435,Metacritic User Score,Goosebumps 2: Haunted Halloween,2.35
2436,Metacritic User Score,Ghost House,2.15
2437,Metacritic User Score,Saturday Church,3.8
2438,Metacritic User Score,The Secret Life of Pets 2,3.1
2439,Metacritic User Score,Love Wedding Repeat,2.0
2440,Metacritic User Score,The Nutcracker and the Four Realms,2.45
2441,Metacritic User Score,Newness,3.45
2442,Metacritic User Score,Long Shot,3.0
2443,Metacritic User Score,Solo: A Star Wars Story,3.05
2444,Metacritic User Score,The Night Comes for Us,3.7
2445,Metacritic User Score,American Assassin,2.85
2446,Metacritic User Score,A Wrinkle in Time,1.45
2447,Metacritic User Score,A Bad Moms Christmas,2.4
2448,Metacritic User Score,Temple,2.35
2449,Metacritic User Score,1BR,3.1
2450,Metacritic User Score,G-Force,2.25
2451,Metacritic User Score,War Machine,3.05
2452,Metacritic User Score,When We First Met,2.95
2453,Metacritic User Score,Icarus,3.7
2454,Metacritic User Score,Mudbound,3.35
2455,Metacritic User Score,Naked,2.2
2456,Metacritic User Score,Christopher Robin,3.75
2457,Metacritic User Score,Black Panther,3.15
2458,Metacritic User Score,Avengers: Infinity War,4.35
2459,Metacritic User Score,Death Note,1.6
2460,Metacritic User Score,Bright,3.55
2461,Metacritic User Score,Freak Show,4.1
2462,Metacritic User Score,Friday the 13th,3.15
2463,Metacritic User Score,The Babysitter,3.45
2464,Metacritic User Score,Berlin Syndrome,3.0
2465,Metacritic User Score,Breath,4.15
2466,MintzPlasse,Seasons,2.8986111111111112
2467,MintzPlasse,You People,2.083333333333333
2468,MovieManID,Olympus Has Fallen,2.662037037037037
2469,MovieManID,The Big 4,3.35
2470,MovieManID,Run Rabbit Run,2.5416666666666665
2471,MovieManID,The Babysitter,2.66796875
2472,MovieManID,Tanda Tanya,2.5
2473,MovieManID,Spider-Man: Into the Spider-Verse,5.0
2474,MovieManID,Spider-Man 3,2.5
2475,MovieManID,Snowpiercer,3.194444444444444
2476,MovieManID,Paradise,2.8888888888888893
2477,MovieManID,The Dirt,2.425
2478,MovieManID,Nowhere,2.0
2479,MovieManID,Scott Pilgrim vs. the World,2.5
2480,MovieManID,Rise,2.166666666666667
2481,MovieManID,Puisi Cinta yang Membunuh,3.5
2482,MovieManID,Private Life,2.95
2483,MovieManID,Polar,2.5390625
2484,MovieManID,Pinocchio,4.502976190476191
2485,MovieManID,Pieces of a Woman,2.083333333333333
2486,MovieManID,P.S. I Love You,3.0171485260770976
2487,MovieManID,Seasons,2.853442518632032
2488,MovieManID,Skins,2.25
2489,MovieManID,Your Place or Mine,3.2520833333333337
2490,MovieManID,Noise,3.1708333333333334
2491,MovieManID,The Ballad of Buster Scruggs,2.3000000000000003
2492,MovieManID,Turning Red,2.708333333333333
2493,MovieManID,You Are So Not Invited to My Bat Mitzvah,3.3125
2494,MovieManID,We Can Be Heroes,3.046875
2495,MovieManID,Voyeur,3.333333333333334
2496,MovieManID,Village,3.230324074074074
2497,MovieManID,Us and Them,2.8625
2498,MovieManID,Unicorn Store,3.375
2499,MovieManID,Uncut Gems,2.083333333333333
2500,MovieManID,Twilight,1.9464285714285716
2501,MovieManID,The Nutcracker and the Four Realms,2.5
2502,MovieManID,Triple Frontier,3.125
2503,MovieManID,The Willoughbys,2.177083333333333
2504,MovieManID,The Trial of the Chicago 7,2.802083333333333
2505,MovieManID,The Secret Life of Pets 2,1.5
2506,MovieManID,The Ritual,3.1736111111111107
2507,MovieManID,The Perfection,2.4166666666666665
2508,MovieManID,The Kitchen,2.5
2509,MovieManID,The Conjuring,3.75
2510,MovieManID,Zombieland,2.583333333333333
2511,MovieManID,No Hard Feelings,3.2105158730158725
2512,MovieManID,Dilan 1990,2.739583333333333
2513,MovieManID,My Stupid Boss,0.5000000000000002
2514,MovieManID,Beckett,2.5
2515,MovieManID,My Stupid Boss 2,0.5000000000000002
2516,MovieManID,Casino Royale,3.125
2517,MovieManID,Captain Fantastic,3.260416666666667
2518,MovieManID,Buya Hamka,2.645833333333333
2519,MovieManID,Blue Valentine,2.738095238095238
2520,MovieManID,Black Panther,3.5069444444444446
2521,MovieManID,Fair Play,3.232142857142857
2522,MovieManID,Bird Box,3.125
2523,MovieManID,Better Nate Than Ever,3.430555555555556
2524,MovieManID,Bayi Ajaib,2.739583333333333
2525,MovieManID,Avengers: Infinity War,1.0
2526,MovieManID,Rebecca,0.875
2527,MovieManID,Apostle,3.4375
2528,MovieManID,AKA,2.8125
2529,MovieManID,A Wrinkle in Time,2.5
2530,MovieManID,A Perfect Fit,4.0
2531,MovieManID,A Man Called Otto,2.876388888888889
